player,row_id,rk,nation,position,team,age,born,mp,starts,minutes,90s,gls,ast,gplusa,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxgplusxag,prgc,prgp,prgr,gls1,ast1,gplusa1,g_pk1,gplusa_pk,xg1,xag1,xgplusxag,npxg1,npxgplusxag1,row_id_misc,rk_misc,nation_misc,position_misc,team_misc,age_misc,born_misc,90s_misc,crdy_misc,crdr_misc,2crdy,fls,fld,off,crs,int,tklw,pkwon,pkcon,og,recov,won,lost,wonpct,row_id_passing,rk_passing,nation_passing,position_passing,team_passing,age_passing,born_passing,90s_passing,cmp,att,cmppct,totdist,prgdist,cmp1,att1,cmppct1,cmp2,att2,cmppct2,cmp3,att3,cmppct3,ast_passing,xag_passing,xa,a_xag,kp,1_per_3,ppa,crspa,prgp_passing,row_id_playtime,rk_playtime,nation_playtime,position_playtime,team_playtime,age_playtime,born_playtime,mp_playtime,minutes_playtime,mn_per_mp,minpct,90s_playtime,starts_playtime,mn_per_start,compl,subs,mn_per_sub,unsub,ppm,ong,onga,#error!,#error!1,on_off,onxg,onxga,xgplus_per_,xgplus_per_90,on_off1,row_id_defense,rk_defense,nation_defense,position_defense,team_defense,age_defense,born_defense,90s_defense,tkl,tklw_defense,def_3rd,mid_3rd,att_3rd,tkl1,att_defense,tklpct,lost_defense,blocks,sh,pass,int_defense,tklplusint,clr,err,row_id_pass_types,rk_pass_types,nation_pass_types,position_pass_types,team_pass_types,age_pass_types,born_pass_types,90s_pass_types,att_pass_types,live,dead,fk,tb,sw,crs_pass_types,ti,ck,in,out,str,cmp_pass_types,off_pass_types,blocks_pass_types,row_id_creation,rk_creation,nation_creation,position_creation,team_creation,age_creation,born_creation,90s_creation,sca,sca90,passlive,passdead,to,sh_creation,fld_creation,def,gca,gca90,passlive1,passdead1,to1,sh1,fld1,def1,row_id_possession,rk_possession,nation_possession,position_possession,team_possession,age_possession,born_possession,90s_possession,touches,def_pen,def_3rd_possession,mid_3rd_possession,att_3rd_possession,att_pen,live_possession,att_possession,succ,succpct,tkld,tkldpct,carries,totdist_possession,prgdist_possession,prgc_possession,1_per_3_possession,cpa,mis,dis,rec,prgr_possession,row_id_shooting,rk_shooting,nation_shooting,position_shooting,team_shooting,age_shooting,born_shooting,90s_shooting,gls_shooting,sh_shooting,sot,sotpct,sh_per_90,sot_per_90,g_per_sh,g_per_sot,dist,fk_shooting,pk_shooting,pkatt_shooting,xg_shooting,npxg_shooting,npxg_per_sh,g_xg,np:g_xg,data_source
Solly March,343,331,eng ENG,"FW,MF",Brighton,30,1994,8,1,168,1.9,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,5,2,20,0,0,0,0,0,0.05,0.15,0.19,0.05,0.19,343,331,eng ENG,"FW,MF",Brighton,30,1994,1.9,2,0,0,2,2,3,20,2,3,0,0,0,7,1,2,33.3,343,331,eng ENG,"FW,MF",Brighton,30,1994,1.9,60,95,63.2,990,222,35,40,87.5,16,28,57.1,7,18,38.9,0,0.3,0.3,-0.3,3,2,4,4,2,409,395,eng ENG,"FW,MF",Brighton,30,1994,8,168,21,4.9,1.9,1,62,0,7,15,5,1.75,4,3,1,0.54,0.37,3.4,2.8,0.6,0.34,0.25,343,331,eng ENG,"FW,MF",Brighton,30,1994,1.9,6,3,2,2,2,5,8,62.5,3,3,0,3,2,8,2,1,343,331,eng ENG,"FW,MF",Brighton,30,1994,1.9,95,81,14,1,0,1,20,6,6,3,2,1,60,0,7,343,331,eng ENG,"FW,MF",Brighton,30,1994,1.9,7,3.77,6,1,0,0,0,0,2,1.08,2,0,0,0,0,0,343,331,eng ENG,"FW,MF",Brighton,30,1994,1.9,118,3,12,33,73,7,118,4,1,25,3,75,57,398,167,5,2,3,3,1,67,20,343,331,eng ENG,"FW,MF",Brighton,30,1994,1.9,0,2,0,0,1.07,0,0,,22.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,fbref_2024_25
Son Heung-min,246,238,kr KOR,FW,Tottenham,32,1992,30,24,"2,110",23.4,7,9,16,6,1,2,1,0,7.2,5.7,8.2,13.9,96,111,265,0.3,0.38,0.68,0.26,0.64,0.31,0.35,0.66,0.24,0.59,246,238,kr KOR,FW,Tottenham,32,1992,23.4,1,0,0,6,28,12,78,5,9,1,0,0,85,6,12,33.3,246,238,kr KOR,FW,Tottenham,32,1992,23.4,730,925,78.9,10322,2867,447,498,89.8,206,256,80.5,39,81,48.1,9,8.2,5.1,0.8,50,40,51,6,111,298,288,kr KOR,FW,Tottenham,32,1992,30,"2,110",70,61.7,23.4,24,79,11,6,35,0,1.13,44,35,9,0.38,1.07,36.2,39,-2.8,-0.12,0,246,238,kr KOR,FW,Tottenham,32,1992,23.4,17,9,3,8,6,5,27,18.5,22,11,0,11,5,22,17,1,246,238,kr KOR,FW,Tottenham,32,1992,23.4,925,853,70,15,4,4,78,12,38,25,5,0,730,2,26,246,238,kr KOR,FW,Tottenham,32,1992,23.4,117,4.99,87,8,10,7,5,0,15,0.64,13,0,0,1,1,0,246,238,kr KOR,FW,Tottenham,32,1992,23.4,1134,16,115,362,668,122,1132,83,29,34.9,41,49.4,761,4914,2613,96,49,44,25,32,867,265,246,238,kr KOR,FW,Tottenham,32,1992,23.4,7,55,24,43.6,2.35,1.02,0.11,0.25,17,1,1,2,7.2,5.7,0.11,-0.2,0.3,fbref_2024_25
Stefan Ortega,418,403,de GER,GK,Manchester City,31,1992,13,12,"1,100",12.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,403,de GER,GK,Manchester City,31,1992,12.2,1,0,0,1,2,0,0,0,0,0,1,0,8,2,0,100,418,403,de GER,GK,Manchester City,31,1992,12.2,373,459,81.3,8327,5597,102,105,97.1,190,196,96.9,79,154,51.3,0,0,0,0,0,6,0,0,0,514,496,de GER,GK,Manchester City,31,1992,13,"1,100",85,32.2,12.2,12,90,12,1,20,25,1.69,23,18,5,0.41,-0.48,19.1,19,0.1,0.01,-0.78,418,403,de GER,GK,Manchester City,31,1992,12.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,11,1,418,403,de GER,GK,Manchester City,31,1992,12.2,459,388,70,21,0,2,0,0,0,0,0,0,373,1,1,418,403,de GER,GK,Manchester City,31,1992,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,403,de GER,GK,Manchester City,31,1992,12.2,492,383,489,3,0,0,492,0,0,,0,,323,1489,864,0,0,0,0,0,309,0,418,403,de GER,GK,Manchester City,31,1992,12.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,fbref_2024_25
Stephy Mavididi,350,338,eng ENG,FW,Leicester City,26,1998,30,16,"1,615",17.9,4,1,5,4,0,0,2,0,1.8,1.8,2.6,4.4,91,57,138,0.22,0.06,0.28,0.22,0.28,0.1,0.15,0.25,0.1,0.25,350,338,eng ENG,FW,Leicester City,26,1998,17.9,2,0,0,18,18,3,69,11,19,0,0,0,83,9,15,37.5,350,338,eng ENG,FW,Leicester City,26,1998,17.9,460,613,75,6191,1429,286,314,91.1,124,184,67.4,18,43,41.9,1,2.6,3.3,-1.6,22,32,26,7,57,420,405,eng ENG,FW,Leicester City,26,1998,30,"1,615",54,47.2,17.9,16,81,3,14,23,3,0.5,18,38,-20,-1.11,0.23,17.9,36.1,-18.1,-1.01,0.04,350,338,eng ENG,FW,Leicester City,26,1998,17.9,34,19,16,10,8,14,42,33.3,28,26,2,24,11,45,15,0,350,338,eng ENG,FW,Leicester City,26,1998,17.9,613,588,20,2,6,0,69,11,7,4,2,0,460,5,24,350,338,eng ENG,FW,Leicester City,26,1998,17.9,50,2.78,39,2,4,2,2,1,7,0.39,6,0,1,0,0,0,350,338,eng ENG,FW,Leicester City,26,1998,17.9,863,23,132,327,421,61,863,95,35,36.8,47,49.5,583,4343,2355,91,40,27,39,35,623,138,350,338,eng ENG,FW,Leicester City,26,1998,17.9,4,26,7,26.9,1.45,0.39,0.15,0.57,16.1,1,0,0,1.8,1.8,0.07,2.2,2.2,fbref_2024_25
Sven Botman,65,64,nl NED,DF,Newcastle Utd,24,2000,8,6,412,4.6,0,0,0,0,0,0,1,0,0.5,0.5,0.5,1.1,0,7,0,0,0,0,0,0,0.12,0.12,0.24,0.12,0.24,65,64,nl NED,DF,Newcastle Utd,24,2000,4.6,1,0,0,5,4,0,0,5,9,0,0,0,14,17,9,65.4,65,64,nl NED,DF,Newcastle Utd,24,2000,4.6,220,246,89.4,3768,1437,93,107,86.9,103,107,96.3,15,21,71.4,0,0.5,0.2,-0.5,2,13,0,0,7,83,81,nl NED,DF,Newcastle Utd,24,2000,8,412,52,12,4.6,6,67,1,2,5,2,1.63,7,4,3,0.66,0.12,8,4.8,3.2,0.71,0.26,65,64,nl NED,DF,Newcastle Utd,24,2000,4.6,12,9,6,5,1,7,9,77.8,2,5,4,1,5,17,25,1,65,64,nl NED,DF,Newcastle Utd,24,2000,4.6,246,238,8,7,1,2,0,1,0,0,0,0,220,0,0,65,64,nl NED,DF,Newcastle Utd,24,2000,4.6,4,0.87,1,0,0,3,0,0,0,0,0,0,0,0,0,0,65,64,nl NED,DF,Newcastle Utd,24,2000,4.6,304,40,132,160,16,11,304,3,1,33.3,1,33.3,145,670,337,0,1,0,5,1,197,0,65,64,nl NED,DF,Newcastle Utd,24,2000,4.6,0,5,2,40,1.09,0.44,0,0,7.1,0,0,0,0.5,0.5,0.12,-0.5,-0.5,fbref_2024_25
Sávio,474,457,br BRA,"FW,MF",Manchester City,20,2004,29,21,"1,766",19.6,1,8,9,1,0,0,3,0,5,5,6.9,11.9,137,67,246,0.05,0.41,0.46,0.05,0.46,0.26,0.35,0.61,0.26,0.61,474,457,br BRA,"FW,MF",Manchester City,20,2004,19.6,3,0,0,17,28,3,84,6,17,2,0,0,79,1,2,33.3,474,457,br BRA,"FW,MF",Manchester City,20,2004,19.6,692,856,80.8,10296,1727,423,470,90,227,283,80.2,31,56,55.4,8,6.9,6.1,1.1,46,19,47,8,67,582,561,br BRA,"FW,MF",Manchester City,20,2004,29,"1,766",61,51.6,19.6,21,79,7,8,13,7,1.69,32,25,7,0.36,-0.79,36.1,21,15.1,0.77,0.49,474,457,br BRA,"FW,MF",Manchester City,20,2004,19.6,23,17,5,10,8,10,19,52.6,9,14,2,12,6,29,9,1,474,457,br BRA,"FW,MF",Manchester City,20,2004,19.6,856,824,32,4,5,7,84,9,18,10,2,0,692,0,33,474,457,br BRA,"FW,MF",Manchester City,20,2004,19.6,111,5.66,80,2,15,4,7,3,15,0.76,10,0,2,1,1,1,474,457,br BRA,"FW,MF",Manchester City,20,2004,19.6,1095,14,55,286,774,154,1095,113,52,46,40,35.4,783,6489,3559,137,45,75,42,38,852,246,474,457,br BRA,"FW,MF",Manchester City,20,2004,19.6,1,55,21,38.2,2.8,1.07,0.02,0.05,17.6,1,0,0,5,5,0.09,-4,-4,fbref_2024_25
Séamus Coleman,108,105,ie IRL,DF,Everton,35,1988,5,3,215,2.4,0,0,0,0,0,0,1,0,0.6,0.6,0,0.6,1,11,7,0,0,0,0,0,0.24,0,0.24,0.24,0.24,108,105,ie IRL,DF,Everton,35,1988,2.4,1,0,0,0,1,0,4,1,2,0,0,0,7,2,1,66.7,108,105,ie IRL,DF,Everton,35,1988,2.4,74,98,75.5,1299,642,36,38,94.7,27,34,79.4,8,19,42.1,0,0,0,0,0,8,2,0,11,137,133,ie IRL,DF,Everton,35,1988,5,215,43,6.3,2.4,3,65,1,2,10,13,1.6,4,4,0,0,0.06,3.6,4.6,-1,-0.42,-0.33,108,105,ie IRL,DF,Everton,35,1988,2.4,3,2,2,1,0,3,4,75,1,5,3,2,1,4,8,0,108,105,ie IRL,DF,Everton,35,1988,2.4,98,78,19,0,0,0,4,19,0,0,0,0,74,1,2,108,105,ie IRL,DF,Everton,35,1988,2.4,2,0.84,1,0,1,0,0,0,1,0.42,1,0,0,0,0,0,108,105,ie IRL,DF,Everton,35,1988,2.4,121,12,42,54,26,3,121,5,4,80,1,20,54,310,177,1,2,0,1,1,68,7,108,105,ie IRL,DF,Everton,35,1988,2.4,0,1,1,100,0.42,0.42,0,0,10.5,0,0,0,0.6,0.6,0.57,-0.6,-0.6,fbref_2024_25
Taiwo Awoniyi,39,39,ng NGA,FW,Nott'ham Forest,26,1997,26,3,416,4.6,1,0,1,1,0,0,0,0,2.1,2.1,0.1,2.2,6,7,20,0.22,0,0.22,0.22,0.22,0.46,0.02,0.48,0.46,0.48,39,39,ng NGA,FW,Nott'ham Forest,26,1997,4.6,0,0,0,8,10,1,2,0,3,0,0,0,18,13,38,25.5,39,39,ng NGA,FW,Nott'ham Forest,26,1997,4.6,61,96,63.5,705,157,42,59,71.2,14,25,56,1,5,20,0,0.1,0.1,-0.1,2,5,2,0,7,50,50,ng NGA,FW,Nott'ham Forest,26,1997,26,416,16,12.2,4.6,3,64,0,23,10,7,1.92,5,10,-5,-1.08,-1.59,5.7,6.5,-0.8,-0.18,-0.1,39,39,ng NGA,FW,Nott'ham Forest,26,1997,4.6,6,3,0,3,3,4,5,80,1,1,0,1,0,6,7,0,39,39,ng NGA,FW,Nott'ham Forest,26,1997,4.6,96,96,0,0,1,0,2,0,0,0,0,0,61,0,4,39,39,ng NGA,FW,Nott'ham Forest,26,1997,4.6,9,1.95,5,0,1,2,1,0,1,0.22,0,0,0,1,0,0,39,39,ng NGA,FW,Nott'ham Forest,26,1997,4.6,167,5,16,78,74,21,167,9,4,44.4,5,55.6,90,402,183,6,5,2,19,19,113,20,39,39,ng NGA,FW,Nott'ham Forest,26,1997,4.6,1,10,4,40,2.16,0.87,0.1,0.25,12.6,0,0,0,2.1,2.1,0.21,-1.1,-1.1,fbref_2024_25
Takehiro Tomiyasu,533,514,jp JPN,DF,Arsenal,25,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,1,0,0,0,0,0,0,2.37,0,2.37,2.37,2.37,533,514,jp JPN,DF,Arsenal,25,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,533,514,jp JPN,DF,Arsenal,25,1998,0.1,3,4,75,42,10,1,1,100,2,2,100,0,1,0,0,0,0,0,0,0,0,0,1,651,627,jp JPN,DF,Arsenal,25,1998,1,7,7,0.2,0.1,0,,0,1,7,0,3,1,0,1,12.86,11.96,0.6,0,0.5,6.86,6.2,533,514,jp JPN,DF,Arsenal,25,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,533,514,jp JPN,DF,Arsenal,25,1998,0.1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,533,514,jp JPN,DF,Arsenal,25,1998,0.1,1,12.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,533,514,jp JPN,DF,Arsenal,25,1998,0.1,7,1,4,1,2,1,7,0,0,,0,,1,7,5,0,0,0,0,0,2,0,533,514,jp JPN,DF,Arsenal,25,1998,0.1,0,1,0,0,12.86,0,0,,1.2,0,0,0,0.2,0.2,0.18,-0.2,-0.2,fbref_2024_25
Tariq Lamptey,310,300,gh GHA,DF,Brighton,23,2000,15,10,860,9.6,2,2,4,2,0,0,0,0,0.4,0.4,0.8,1.2,32,14,45,0.21,0.21,0.42,0.21,0.42,0.04,0.08,0.12,0.04,0.12,310,300,gh GHA,DF,Brighton,23,2000,9.6,0,0,0,15,10,0,28,7,11,0,1,0,39,1,14,6.7,310,300,gh GHA,DF,Brighton,23,2000,9.6,335,413,81.1,5168,1326,185,199,93,128,162,79,19,40,47.5,2,0.8,0.8,1.2,5,12,6,5,14,376,363,gh GHA,DF,Brighton,23,2000,15,860,57,25.1,9.6,10,76,5,5,19,10,1.4,14,21,-7,-0.73,-1.22,13.3,14.8,-1.4,-0.15,-0.35,310,300,gh GHA,DF,Brighton,23,2000,9.6,17,11,8,9,0,9,25,36,16,15,7,8,7,24,23,1,310,300,gh GHA,DF,Brighton,23,2000,9.6,413,346,66,5,0,1,28,60,1,1,0,0,335,1,6,310,300,gh GHA,DF,Brighton,23,2000,9.6,17,1.78,14,1,0,0,1,1,3,0.31,2,0,0,0,0,1,310,300,gh GHA,DF,Brighton,23,2000,9.6,535,29,161,224,154,11,535,31,10,32.3,18,58.1,292,2081,1034,32,17,3,11,5,302,45,310,300,gh GHA,DF,Brighton,23,2000,9.6,2,6,2,33.3,0.63,0.21,0.33,1,18.5,0,0,0,0.4,0.4,0.06,1.6,1.6,fbref_2024_25
Taylor Harwood-Bellis,238,230,eng ENG,DF,Southampton,22,2002,34,32,"2,825",31.4,1,0,1,1,0,0,9,0,1.8,1.8,1,2.8,29,125,9,0.03,0,0.03,0.03,0.03,0.06,0.03,0.09,0.06,0.09,238,230,eng ENG,DF,Southampton,22,2002,31.4,9,0,0,35,14,0,10,30,20,0,0,0,123,63,49,56.3,238,230,eng ENG,DF,Southampton,22,2002,31.4,1892,2164,87.4,35252,12592,683,739,92.4,1019,1113,91.6,174,272,64,0,1,0.7,-1,14,178,10,1,125,284,275,eng ENG,DF,Southampton,22,2002,34,"2,825",83,82.6,31.4,32,87,27,2,28,0,0.35,20,65,-45,-1.43,0.84,26.1,66.8,-40.8,-1.3,0.42,238,230,eng ENG,DF,Southampton,22,2002,31.4,28,20,13,12,3,19,35,54.3,16,65,43,22,30,58,141,6,238,230,eng ENG,DF,Southampton,22,2002,31.4,2164,2080,81,51,3,9,10,27,0,0,0,0,1892,3,11,238,230,eng ENG,DF,Southampton,22,2002,31.4,37,1.18,32,0,0,3,1,1,2,0.06,1,0,0,1,0,0,238,230,eng ENG,DF,Southampton,22,2002,31.4,2475,340,1158,1145,182,42,2475,3,3,100,0,0,1433,6776,3938,29,27,0,16,5,1792,9,238,230,eng ENG,DF,Southampton,22,2002,31.4,1,20,8,40,0.64,0.25,0.05,0.13,10.6,0,0,0,1.8,1.8,0.09,-0.8,-0.8,fbref_2024_25
Thiago,526,507,br BRA,"FW,MF",Brentford,23,2001,8,1,175,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,4,8,0,0,0,0,0,0.07,0.04,0.1,0.07,0.1,526,507,br BRA,"FW,MF",Brentford,23,2001,1.9,0,0,0,3,3,1,2,2,3,0,0,0,12,7,5,58.3,526,507,br BRA,"FW,MF",Brentford,23,2001,1.9,40,56,71.4,568,73,20,28,71.4,13,16,81.3,3,5,60,0,0.1,0,-0.1,2,2,2,0,4,643,620,br BRA,"FW,MF",Brentford,23,2001,8,175,22,5.1,1.9,1,72,0,7,15,0,1.75,3,4,-1,-0.51,-0.79,1.4,3.5,-2.1,-1.1,-1.26,526,507,br BRA,"FW,MF",Brentford,23,2001,1.9,5,3,2,1,2,0,1,0,1,3,0,3,2,7,3,1,526,507,br BRA,"FW,MF",Brentford,23,2001,1.9,56,55,1,0,0,0,2,0,0,0,0,0,40,0,0,526,507,br BRA,"FW,MF",Brentford,23,2001,1.9,3,1.55,2,0,0,0,0,1,0,0,0,0,0,0,0,0,526,507,br BRA,"FW,MF",Brentford,23,2001,1.9,83,7,15,34,36,4,83,5,3,60,2,40,45,159,53,3,3,1,6,2,51,8,526,507,br BRA,"FW,MF",Brentford,23,2001,1.9,0,2,0,0,1.03,0,0,,14.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,fbref_2024_25
Thomas Partey,426,411,gh GHA,"MF,DF",Arsenal,31,1993,35,31,"2,797",31.1,4,2,6,4,0,0,4,0,2.3,2.3,2.1,4.3,36,185,48,0.13,0.06,0.19,0.13,0.19,0.07,0.07,0.14,0.07,0.14,426,411,gh GHA,"MF,DF",Arsenal,31,1993,31.1,4,0,0,45,31,1,12,35,53,0,0,0,138,28,27,50.9,426,411,gh GHA,"MF,DF",Arsenal,31,1993,31.1,1678,1920,87.4,26697,7155,874,942,92.8,682,767,88.9,91,143,63.6,2,2.1,2.6,-0.1,20,168,33,2,185,524,505,gh GHA,"MF,DF",Arsenal,31,1993,35,"2,797",80,81.8,31.1,31,88,25,4,19,2,1.91,52,30,22,0.71,-1.17,43.7,30.3,13.4,0.43,-1.31,426,411,gh GHA,"MF,DF",Arsenal,31,1993,31.1,89,53,26,39,24,46,76,60.5,30,29,9,20,35,124,49,4,426,411,gh GHA,"MF,DF",Arsenal,31,1993,31.1,1920,1819,95,27,6,4,12,62,0,0,0,0,1678,6,13,426,411,gh GHA,"MF,DF",Arsenal,31,1993,31.1,62,2,52,2,1,2,1,4,13,0.42,8,2,0,1,1,1,426,411,gh GHA,"MF,DF",Arsenal,31,1993,31.1,2193,74,457,1214,534,33,2193,35,24,68.6,9,25.7,1256,6822,3691,36,42,3,24,17,1561,48,426,411,gh GHA,"MF,DF",Arsenal,31,1993,31.1,4,26,9,34.6,0.84,0.29,0.15,0.44,19.2,0,0,0,2.3,2.3,0.09,1.7,1.7,fbref_2024_25
Tim Iroegbunam,260,251,eng ENG,MF,Everton,21,2003,18,5,574,6.4,0,1,1,0,0,0,4,0,0.2,0.2,0.2,0.4,8,15,9,0,0.16,0.16,0,0.16,0.04,0.03,0.07,0.04,0.07,260,251,eng ENG,MF,Everton,21,2003,6.4,4,0,0,15,12,0,1,16,14,0,0,0,51,11,4,73.3,260,251,eng ENG,MF,Everton,21,2003,6.4,115,158,72.8,1921,621,54,73,74,42,50,84,14,20,70,1,0.2,0.1,0.8,3,10,1,0,15,314,303,eng ENG,MF,Everton,21,2003,18,574,32,16.8,6.4,5,83,3,13,12,4,1,9,16,-7,-1.1,-1.26,7.7,12.3,-4.7,-0.73,-0.74,260,251,eng ENG,MF,Everton,21,2003,6.4,29,14,14,10,5,14,23,60.9,9,18,4,14,16,45,12,1,260,251,eng ENG,MF,Everton,21,2003,6.4,158,156,0,0,0,0,1,0,0,0,0,0,115,2,5,260,251,eng ENG,MF,Everton,21,2003,6.4,10,1.57,6,0,1,0,1,2,1,0.16,1,0,0,0,0,0,260,251,eng ENG,MF,Everton,21,2003,6.4,269,24,89,127,60,12,269,20,8,40,8,40,127,744,379,8,10,2,11,18,113,9,260,251,eng ENG,MF,Everton,21,2003,6.4,0,5,0,0,0.78,0,0,,22.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,fbref_2024_25
Timo Werner,573,552,de GER,"FW,MF",Tottenham,28,1996,18,4,516,5.7,0,3,3,0,0,0,0,0,1,1,2.5,3.5,42,30,89,0,0.52,0.52,0,0.52,0.17,0.44,0.61,0.17,0.61,573,552,de GER,"FW,MF",Tottenham,28,1996,5.7,0,0,0,3,5,5,28,1,4,0,0,0,18,0,1,0,573,552,de GER,"FW,MF",Tottenham,28,1996,5.7,158,236,66.9,2383,597,80,97,82.5,61,86,70.9,7,18,38.9,3,2.5,1.5,0.5,10,3,15,2,30,696,671,de GER,"FW,MF",Tottenham,28,1996,18,516,29,15.1,5.7,4,71,0,14,17,3,0.83,10,12,-2,-0.35,-0.38,11.3,11.5,-0.2,-0.04,0.1,573,552,de GER,"FW,MF",Tottenham,28,1996,5.7,6,4,3,3,0,3,13,23.1,10,10,1,9,1,7,7,0,573,552,de GER,"FW,MF",Tottenham,28,1996,5.7,236,222,12,2,2,2,28,8,2,1,0,0,158,2,15,573,552,de GER,"FW,MF",Tottenham,28,1996,5.7,18,3.13,14,0,2,1,1,0,3,0.52,3,0,0,0,0,0,573,552,de GER,"FW,MF",Tottenham,28,1996,5.7,298,8,24,78,203,33,298,19,10,52.6,8,42.1,215,1768,1062,42,24,18,14,6,227,89,573,552,de GER,"FW,MF",Tottenham,28,1996,5.7,0,8,3,37.5,1.4,0.52,0,0,18.2,0,0,0,1,1,0.12,-1,-1,fbref_2024_25
Timothy Castagne,93,91,be BEL,DF,Fulham,28,1995,24,17,"1,649",18.3,0,1,1,0,0,0,1,0,0.4,0.4,1.2,1.6,17,62,67,0,0.05,0.05,0,0.05,0.02,0.07,0.09,0.02,0.09,93,91,be BEL,DF,Fulham,28,1995,18.3,1,0,0,15,6,1,37,22,29,0,1,0,57,34,35,49.3,93,91,be BEL,DF,Fulham,28,1995,18.3,780,953,81.8,12441,3910,397,442,89.8,328,382,85.9,37,75,49.3,1,1.2,0.6,-0.2,9,51,5,3,62,120,117,be BEL,DF,Fulham,28,1995,24,"1,649",69,48.2,18.3,17,89,16,7,19,9,1.33,30,28,2,0.11,0.21,23.4,22.2,1.2,0.06,0.03,93,91,be BEL,DF,Fulham,28,1995,18.3,46,29,28,15,3,26,45,57.8,19,15,6,9,22,68,83,0,93,91,be BEL,DF,Fulham,28,1995,18.3,953,813,140,10,0,1,37,130,0,0,0,0,780,0,26,93,91,be BEL,DF,Fulham,28,1995,18.3,25,1.36,21,0,1,2,1,0,3,0.16,2,0,0,1,0,0,93,91,be BEL,DF,Fulham,28,1995,18.3,1164,92,449,462,259,32,1164,12,5,41.7,5,41.7,547,2191,1044,17,15,2,15,5,665,67,93,91,be BEL,DF,Fulham,28,1995,18.3,0,8,3,37.5,0.44,0.16,0,0,14,0,0,0,0.4,0.4,0.05,-0.4,-0.4,fbref_2024_25
Toby Collyer,110,107,eng ENG,MF,Manchester Utd,20,2004,6,0,179,2,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,0,5,2,0,0,0,0,0,0.09,0.13,0.22,0.09,0.22,110,107,eng ENG,MF,Manchester Utd,20,2004,2,0,0,0,2,4,0,0,2,9,0,0,0,17,3,1,75,110,107,eng ENG,MF,Manchester Utd,20,2004,2,76,92,82.6,1127,121,37,43,86,32,37,86.5,3,4,75,0,0.3,0.4,-0.3,2,3,1,0,5,139,135,eng ENG,MF,Manchester Utd,20,2004,6,179,30,5.2,2,0,,0,6,30,11,1.67,6,2,4,2.01,2.4,5.2,3.1,2.2,1.08,1.18,110,107,eng ENG,MF,Manchester Utd,20,2004,2,12,9,6,6,0,5,6,83.3,1,2,1,1,2,14,3,0,110,107,eng ENG,MF,Manchester Utd,20,2004,2,92,88,4,1,0,0,0,2,0,0,0,0,76,0,2,110,107,eng ENG,MF,Manchester Utd,20,2004,2,5,2.5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,110,107,eng ENG,MF,Manchester Utd,20,2004,2,129,9,46,59,25,3,129,2,1,50,1,50,68,239,56,0,0,0,11,1,71,2,110,107,eng ENG,MF,Manchester Utd,20,2004,2,0,1,0,0,0.5,0,0,,6.2,0,0,0,0.2,0.2,0.17,-0.2,-0.2,fbref_2024_25
Tom Cairney,83,81,sct SCO,MF,Fulham,33,1991,25,3,628,7,2,0,2,2,0,0,3,1,0.8,0.8,1.1,1.8,18,53,33,0.29,0,0.29,0.29,0.29,0.11,0.15,0.26,0.11,0.26,83,81,sct SCO,MF,Fulham,33,1991,7,3,1,0,8,19,0,20,4,5,0,0,0,52,5,9,35.7,83,81,sct SCO,MF,Fulham,33,1991,7,569,627,90.7,9151,1910,316,336,94,206,223,92.4,42,54,77.8,0,1.1,1.2,-1.1,11,53,7,3,53,105,102,sct SCO,MF,Fulham,33,1991,25,628,25,18.4,7,3,70,0,22,19,10,1.2,15,12,3,0.43,0.53,10.3,9.7,0.6,0.09,0.05,83,81,sct SCO,MF,Fulham,33,1991,7,13,5,5,2,6,4,7,57.1,3,7,1,6,4,17,3,1,83,81,sct SCO,MF,Fulham,33,1991,7,627,602,25,11,0,2,20,1,8,3,3,0,569,0,8,83,81,sct SCO,MF,Fulham,33,1991,7,33,4.71,28,2,0,2,1,0,3,0.43,3,0,0,0,0,0,83,81,sct SCO,MF,Fulham,33,1991,7,683,12,123,347,223,18,683,13,5,38.5,4,30.8,456,2179,1047,18,17,4,6,4,553,33,83,81,sct SCO,MF,Fulham,33,1991,7,2,11,4,36.4,1.58,0.57,0.18,0.5,20.4,2,0,0,0.8,0.8,0.07,1.2,1.2,fbref_2024_25
