player,row_id,rk,nation,position,team,age,born,mp,starts,minutes,90s,gls,ast,gplusa,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxgplusxag,prgc,prgp,prgr,gls1,ast1,gplusa1,g_pk1,gplusa_pk,xg1,xag1,xgplusxag,npxg1,npxgplusxag1,row_id_misc,rk_misc,nation_misc,position_misc,team_misc,age_misc,born_misc,90s_misc,crdy_misc,crdr_misc,2crdy,fls,fld,off,crs,int,tklw,pkwon,pkcon,og,recov,won,lost,wonpct,row_id_passing,rk_passing,nation_passing,position_passing,team_passing,age_passing,born_passing,90s_passing,cmp,att,cmppct,totdist,prgdist,cmp1,att1,cmppct1,cmp2,att2,cmppct2,cmp3,att3,cmppct3,ast_passing,xag_passing,xa,a_xag,kp,1_per_3,ppa,crspa,prgp_passing,row_id_playtime,rk_playtime,nation_playtime,position_playtime,team_playtime,age_playtime,born_playtime,mp_playtime,minutes_playtime,mn_per_mp,minpct,90s_playtime,starts_playtime,mn_per_start,compl,subs,mn_per_sub,unsub,ppm,ong,onga,#error!,#error!1,on_off,onxg,onxga,xgplus_per_,xgplus_per_90,on_off1,row_id_defense,rk_defense,nation_defense,position_defense,team_defense,age_defense,born_defense,90s_defense,tkl,tklw_defense,def_3rd,mid_3rd,att_3rd,tkl1,att_defense,tklpct,lost_defense,blocks,sh,pass,int_defense,tklplusint,clr,err,row_id_pass_types,rk_pass_types,nation_pass_types,position_pass_types,team_pass_types,age_pass_types,born_pass_types,90s_pass_types,att_pass_types,live,dead,fk,tb,sw,crs_pass_types,ti,ck,in,out,str,cmp_pass_types,off_pass_types,blocks_pass_types,row_id_creation,rk_creation,nation_creation,position_creation,team_creation,age_creation,born_creation,90s_creation,sca,sca90,passlive,passdead,to,sh_creation,fld_creation,def,gca,gca90,passlive1,passdead1,to1,sh1,fld1,def1,row_id_possession,rk_possession,nation_possession,position_possession,team_possession,age_possession,born_possession,90s_possession,touches,def_pen,def_3rd_possession,mid_3rd_possession,att_3rd_possession,att_pen,live_possession,att_possession,succ,succpct,tkld,tkldpct,carries,totdist_possession,prgdist_possession,prgc_possession,1_per_3_possession,cpa,mis,dis,rec,prgr_possession,row_id_shooting,rk_shooting,nation_shooting,position_shooting,team_shooting,age_shooting,born_shooting,90s_shooting,gls_shooting,sh_shooting,sot,sotpct,sh_per_90,sot_per_90,g_per_sh,g_per_sot,dist,fk_shooting,pk_shooting,pkatt_shooting,xg_shooting,npxg_shooting,npxg_per_sh,g_xg,np:g_xg,data_source
Claudio Echeverri,160,155,ar ARG,FW,Manchester City,18,2006,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,160,155,ar ARG,FW,Manchester City,18,2006,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,160,155,ar ARG,FW,Manchester City,18,2006,0.1,3,3,100,26,18,1,1,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,1,194,188,ar ARG,FW,Manchester City,18,2006,1,6,6,0.2,0.1,0,,0,1,6,0,3,0,0,0,0,-0.74,0,0.4,-0.4,-5.43,-5.97,160,155,ar ARG,FW,Manchester City,18,2006,0.1,1,0,0,1,0,1,1,100,0,0,0,0,0,1,0,0,160,155,ar ARG,FW,Manchester City,18,2006,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,160,155,ar ARG,FW,Manchester City,18,2006,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,155,ar ARG,FW,Manchester City,18,2006,0.1,3,0,0,2,1,0,3,0,0,,0,,3,28,12,0,0,0,0,1,3,1,160,155,ar ARG,FW,Manchester City,18,2006,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,fbref_2024_25
Cody Gakpo,199,193,nl NED,FW,Liverpool,25,1999,35,23,"1,935",21.5,10,4,14,10,0,0,5,0,7.1,7.1,4.4,11.5,59,52,278,0.47,0.19,0.65,0.47,0.65,0.33,0.2,0.53,0.33,0.53,199,193,nl NED,FW,Liverpool,25,1999,21.5,5,0,0,20,31,5,74,12,16,1,0,0,77,17,26,39.5,199,193,nl NED,FW,Liverpool,25,1999,21.5,480,634,75.7,6870,1656,298,343,86.9,149,225,66.2,19,36,52.8,4,4.4,3.8,-0.4,38,24,27,8,52,240,232,nl NED,FW,Liverpool,25,1999,35,"1,935",55,56.6,21.5,23,73,6,12,21,0,2.2,45,25,20,0.93,-0.58,45.3,21.6,23.8,1.11,-0.09,199,193,nl NED,FW,Liverpool,25,1999,21.5,28,16,6,13,9,13,25,52,12,23,3,20,12,40,19,1,199,193,nl NED,FW,Liverpool,25,1999,21.5,634,616,16,4,3,4,74,11,1,0,0,0,480,2,10,199,193,nl NED,FW,Liverpool,25,1999,21.5,80,3.72,57,0,9,7,5,2,8,0.37,3,0,3,1,1,0,199,193,nl NED,FW,Liverpool,25,1999,21.5,888,28,91,258,557,110,888,61,31,50.8,21,34.4,605,4320,2208,59,34,28,45,24,677,278,199,193,nl NED,FW,Liverpool,25,1999,21.5,10,57,22,38.6,2.65,1.02,0.18,0.45,15.1,0,0,0,7.1,7.1,0.12,2.9,2.9,fbref_2024_25
Cole Palmer,423,408,eng ENG,"MF,FW",Chelsea,22,2002,37,36,"3,191",35.5,15,8,23,11,4,5,7,0,17.3,13.3,10.9,24.2,120,214,187,0.42,0.23,0.65,0.31,0.54,0.49,0.31,0.79,0.38,0.68,423,408,eng ENG,"MF,FW",Chelsea,22,2002,35.5,7,0,0,15,60,7,144,11,20,1,0,0,106,2,7,22.2,423,408,eng ENG,"MF,FW",Chelsea,22,2002,35.5,1140,1480,77,21582,5611,470,546,86.1,470,555,84.7,173,289,59.9,8,10.9,9.1,-2.9,87,163,64,17,214,521,502,eng ENG,"MF,FW",Chelsea,22,2002,37,"3,191",86,93.3,35.5,36,88,26,1,32,0,1.86,63,41,22,0.62,1.01,64.8,44.1,20.7,0.58,0.65,423,408,eng ENG,"MF,FW",Chelsea,22,2002,35.5,34,20,12,10,12,12,27,44.4,15,16,1,15,11,45,20,1,423,408,eng ENG,"MF,FW",Chelsea,22,2002,35.5,1480,1273,198,45,22,14,144,17,75,49,5,0,1140,9,48,423,408,eng ENG,"MF,FW",Chelsea,22,2002,35.5,202,5.7,134,21,16,21,8,2,15,0.42,11,0,2,1,1,0,423,408,eng ENG,"MF,FW",Chelsea,22,2002,35.5,1851,23,150,824,901,144,1846,113,51,45.1,46,40.7,1173,7917,3804,120,76,41,71,37,1366,187,423,408,eng ENG,"MF,FW",Chelsea,22,2002,35.5,15,121,44,36.4,3.41,1.24,0.09,0.25,20.4,12,4,5,17.3,13.3,0.11,-2.3,-2.3,fbref_2024_25
Conor Bradley,67,66,nir NIR,DF,Liverpool,21,2003,19,7,754,8.4,0,2,2,0,0,0,4,0,0.7,0.7,1.4,2.1,35,33,39,0,0.24,0.24,0,0.24,0.08,0.17,0.25,0.08,0.25,67,66,nir NIR,DF,Liverpool,21,2003,8.4,4,0,0,12,14,1,7,4,10,0,0,0,51,11,7,61.1,67,66,nir NIR,DF,Liverpool,21,2003,8.4,456,544,83.8,6875,1711,261,286,91.3,175,198,88.4,12,36,33.3,2,1.4,1.4,0.6,7,26,3,1,33,85,83,nir NIR,DF,Liverpool,21,2003,19,754,40,22,8.4,7,68,1,12,23,6,1.84,13,10,3,0.36,-1.06,17.2,12.4,4.8,0.58,-0.73,67,66,nir NIR,DF,Liverpool,21,2003,8.4,14,10,7,5,2,11,22,50,11,9,2,7,4,18,31,0,67,66,nir NIR,DF,Liverpool,21,2003,8.4,544,471,71,13,0,2,7,58,0,0,0,0,456,2,12,67,66,nir NIR,DF,Liverpool,21,2003,8.4,19,2.27,13,0,5,0,1,0,4,0.48,3,0,1,0,0,0,67,66,nir NIR,DF,Liverpool,21,2003,8.4,663,32,197,299,178,43,663,25,10,40,12,48,369,2332,1356,35,22,9,13,5,411,39,67,66,nir NIR,DF,Liverpool,21,2003,8.4,0,10,3,30,1.19,0.36,0,0,14.2,0,0,0,0.7,0.7,0.07,-0.7,-0.7,fbref_2024_25
Conor Chaplin,96,94,eng ENG,"MF,FW",Ipswich Town,27,1997,22,10,857,9.5,1,1,2,1,0,0,2,0,1.5,1.5,0.7,2.2,13,29,23,0.11,0.11,0.21,0.11,0.21,0.16,0.07,0.23,0.16,0.23,96,94,eng ENG,"MF,FW",Ipswich Town,27,1997,9.5,2,0,0,11,7,0,9,4,5,0,0,0,27,3,9,25,96,94,eng ENG,"MF,FW",Ipswich Town,27,1997,9.5,235,319,73.7,3800,927,112,140,80,104,127,81.9,11,27,40.7,1,0.7,0.6,0.3,8,21,7,2,29,123,120,eng ENG,"MF,FW",Ipswich Town,27,1997,22,857,39,25.1,9.5,10,71,1,12,13,6,0.41,8,19,-11,-1.16,0.07,8.8,17.6,-8.8,-0.93,0.1,96,94,eng ENG,"MF,FW",Ipswich Town,27,1997,9.5,15,5,6,6,3,6,14,42.9,8,8,1,7,4,19,3,0,96,94,eng ENG,"MF,FW",Ipswich Town,27,1997,9.5,319,282,37,3,10,1,9,4,0,0,0,0,235,0,5,96,94,eng ENG,"MF,FW",Ipswich Town,27,1997,9.5,22,2.32,19,3,0,0,0,0,1,0.11,1,0,0,0,0,0,96,94,eng ENG,"MF,FW",Ipswich Town,27,1997,9.5,390,7,74,183,138,18,390,8,4,50,4,50,179,910,467,13,9,0,12,5,264,23,96,94,eng ENG,"MF,FW",Ipswich Town,27,1997,9.5,1,16,3,18.8,1.68,0.32,0.06,0.33,17.7,0,0,0,1.5,1.5,0.09,-0.5,-0.5,fbref_2024_25
Conor Coady,107,104,eng ENG,DF,Leicester City,31,1993,22,19,"1,714",19,1,0,1,1,0,0,3,0,0.4,0.4,0.1,0.5,3,32,0,0.05,0,0.05,0.05,0.05,0.02,0,0.03,0.02,0.03,107,104,eng ENG,DF,Leicester City,31,1993,19,3,0,0,8,2,1,0,13,9,0,2,0,62,13,22,37.1,107,104,eng ENG,DF,Leicester City,31,1993,19,977,1072,91.1,17121,6371,405,418,96.9,507,523,96.9,61,112,54.5,0,0.1,0.5,-0.1,1,34,2,0,32,136,132,eng ENG,DF,Leicester City,31,1993,22,"1,714",78,50.1,19,19,89,16,3,7,13,0.73,16,42,-26,-1.37,-0.26,15.1,38.2,-23.1,-1.21,-0.36,107,104,eng ENG,DF,Leicester City,31,1993,19,13,9,6,6,1,3,6,50,3,32,24,8,13,26,71,2,107,104,eng ENG,DF,Leicester City,31,1993,19,1072,1010,58,29,2,3,0,1,0,0,0,0,977,4,4,107,104,eng ENG,DF,Leicester City,31,1993,19,6,0.32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,107,104,eng ENG,DF,Leicester City,31,1993,19,1210,234,689,503,20,8,1210,2,1,50,1,50,789,3430,1820,3,3,1,4,3,878,0,107,104,eng ENG,DF,Leicester City,31,1993,19,1,2,2,100,0.11,0.11,0.5,0.5,6.9,0,0,0,0.4,0.4,0.21,0.6,0.6,fbref_2024_25
Conor Townsend,536,517,eng ENG,DF,Ipswich Town,31,1993,6,3,335,3.7,0,1,1,0,0,0,1,0,0,0,0.7,0.7,2,8,13,0,0.27,0.27,0,0.27,0.01,0.18,0.18,0.01,0.18,536,517,eng ENG,DF,Ipswich Town,31,1993,3.7,1,0,0,2,4,0,12,4,8,0,0,0,8,6,4,60,536,517,eng ENG,DF,Ipswich Town,31,1993,3.7,80,127,63,1418,756,32,39,82.1,41,55,74.5,7,24,29.2,1,0.7,0.2,0.3,4,7,2,2,8,654,630,eng ENG,DF,Ipswich Town,31,1993,6,335,56,9.8,3.7,3,87,2,3,25,26,0.83,5,6,-1,-0.27,1.04,3,8,-5,-1.35,-0.37,536,517,eng ENG,DF,Ipswich Town,31,1993,3.7,11,8,9,2,0,8,11,72.7,3,8,6,2,4,15,16,0,536,517,eng ENG,DF,Ipswich Town,31,1993,3.7,127,98,28,4,1,0,12,20,4,3,1,0,80,1,3,536,517,eng ENG,DF,Ipswich Town,31,1993,3.7,5,1.34,4,1,0,0,0,0,1,0.27,1,0,0,0,0,0,536,517,eng ENG,DF,Ipswich Town,31,1993,3.7,172,28,87,50,38,5,172,0,0,,0,,53,278,136,2,2,0,2,2,75,13,536,517,eng ENG,DF,Ipswich Town,31,1993,3.7,0,1,0,0,0.27,0,0,,16.7,0,0,0,0,0,0.03,0,0,fbref_2024_25
Craig Dawson,128,125,eng ENG,DF,Wolves,34,1990,15,10,971,10.8,0,0,0,0,0,0,2,0,0.5,0.5,0,0.5,6,20,5,0,0,0,0,0,0.05,0,0.05,0.05,0.05,128,125,eng ENG,DF,Wolves,34,1990,10.8,2,0,0,6,5,2,0,9,3,0,0,2,35,21,11,65.6,128,125,eng ENG,DF,Wolves,34,1990,10.8,484,559,86.6,9745,3180,149,161,92.5,267,287,93,57,95,60,0,0,0.1,0,2,22,1,0,20,160,155,eng ENG,DF,Wolves,34,1990,15,971,65,28.4,10.8,10,89,9,5,17,6,0.87,16,25,-9,-0.83,-0.61,10.6,18.7,-8.1,-0.75,-0.51,128,125,eng ENG,DF,Wolves,34,1990,10.8,15,3,8,6,1,12,15,80,3,16,11,5,9,24,52,1,128,125,eng ENG,DF,Wolves,34,1990,10.8,559,528,30,20,1,11,0,0,0,0,0,0,484,1,0,128,125,eng ENG,DF,Wolves,34,1990,10.8,7,0.65,6,0,0,1,0,0,2,0.19,1,0,0,1,0,0,128,125,eng ENG,DF,Wolves,34,1990,10.8,671,130,396,249,28,14,671,5,1,20,2,40,390,1819,938,6,1,0,2,0,443,5,128,125,eng ENG,DF,Wolves,34,1990,10.8,0,5,1,20,0.46,0.09,0,0,8.5,0,0,0,0.5,0.5,0.1,-0.5,-0.5,fbref_2024_25
Cristian Romero,461,445,ar ARG,DF,Tottenham,26,1998,18,18,"1,416",15.7,1,0,1,1,0,0,3,0,1.6,1.6,0.6,2.2,12,71,3,0.06,0,0.06,0.06,0.06,0.1,0.04,0.14,0.1,0.14,461,445,ar ARG,DF,Tottenham,26,1998,15.7,3,0,0,14,12,2,3,21,29,0,0,0,90,41,27,60.3,461,445,ar ARG,DF,Tottenham,26,1998,15.7,1094,1223,89.5,20402,8197,370,405,91.4,630,665,94.7,80,126,63.5,0,0.6,0.8,-0.6,7,109,8,1,71,564,544,ar ARG,DF,Tottenham,26,1998,18,"1,416",79,41.4,15.7,18,79,13,0,,3,1.11,27,22,5,0.32,0.59,27,19.1,7.9,0.5,1.06,461,445,ar ARG,DF,Tottenham,26,1998,15.7,35,29,26,8,1,21,30,70,9,18,3,15,21,56,57,2,461,445,ar ARG,DF,Tottenham,26,1998,15.7,1223,1120,101,80,4,2,3,7,0,0,0,0,1094,2,7,461,445,ar ARG,DF,Tottenham,26,1998,15.7,20,1.27,16,0,0,4,0,0,4,0.25,3,0,0,1,0,0,461,445,ar ARG,DF,Tottenham,26,1998,15.7,1377,157,594,720,74,23,1377,4,1,25,2,50,896,4702,2893,12,18,0,10,5,936,3,461,445,ar ARG,DF,Tottenham,26,1998,15.7,1,16,8,50,1.02,0.51,0.06,0.13,9.1,0,0,0,1.6,1.6,0.1,-0.6,-0.6,fbref_2024_25
Crysencio Summerville,515,497,nl NED,"FW,MF",West Ham,22,2001,19,7,786,8.7,1,1,2,1,0,0,2,0,1.6,1.6,1.7,3.3,29,18,71,0.11,0.11,0.23,0.11,0.23,0.19,0.19,0.38,0.19,0.38,515,497,nl NED,"FW,MF",West Ham,22,2001,8.7,2,0,0,9,23,4,21,0,7,0,0,0,38,4,9,30.8,515,497,nl NED,"FW,MF",West Ham,22,2001,8.7,194,254,76.4,2881,640,125,148,84.5,55,62,88.7,11,22,50,1,1.7,1.7,-0.7,17,13,12,5,18,630,607,nl NED,"FW,MF",West Ham,22,2001,19,786,41,23,8.7,7,67,1,12,26,1,1.05,13,20,-7,-0.8,-0.49,13.6,17.1,-3.5,-0.4,-0.09,515,497,nl NED,"FW,MF",West Ham,22,2001,8.7,13,7,2,8,3,3,9,33.3,6,13,4,9,0,13,7,0,515,497,nl NED,"FW,MF",West Ham,22,2001,8.7,254,241,13,2,3,0,21,2,8,6,0,0,194,0,13,515,497,nl NED,"FW,MF",West Ham,22,2001,8.7,35,4.01,21,3,5,0,5,1,1,0.11,1,0,0,0,0,0,515,497,nl NED,"FW,MF",West Ham,22,2001,8.7,372,9,47,147,181,38,372,39,13,33.3,18,46.2,207,1463,762,29,15,13,20,16,259,71,515,497,nl NED,"FW,MF",West Ham,22,2001,8.7,1,14,4,28.6,1.6,0.46,0.07,0.25,13.4,0,0,0,1.6,1.6,0.12,-0.6,-0.6,fbref_2024_25
Curtis Jones,278,269,eng ENG,"MF,DF",Liverpool,23,2001,33,19,"1,712",19,3,3,6,3,0,0,3,1,4.3,4.3,1.1,5.4,30,117,79,0.16,0.16,0.32,0.16,0.32,0.23,0.06,0.29,0.23,0.29,278,269,eng ENG,"MF,DF",Liverpool,23,2001,19,3,1,1,18,25,1,8,7,22,1,0,0,97,14,13,51.9,278,269,eng ENG,"MF,DF",Liverpool,23,2001,19,1021,1097,93.1,15072,3158,584,605,96.5,373,404,92.3,40,53,75.5,3,1.1,1.6,1.9,22,84,19,1,117,335,324,eng ENG,"MF,DF",Liverpool,23,2001,33,"1,712",52,50.1,19,19,76,6,14,19,1,2.09,38,27,11,0.58,-1.21,34.6,23.4,11.1,0.59,-1.12,278,269,eng ENG,"MF,DF",Liverpool,23,2001,19,39,22,6,23,10,17,27,63,10,22,9,13,7,46,10,3,278,269,eng ENG,"MF,DF",Liverpool,23,2001,19,1097,1037,58,11,2,2,8,28,1,0,0,0,1021,2,10,278,269,eng ENG,"MF,DF",Liverpool,23,2001,19,52,2.74,45,1,0,4,2,0,8,0.42,5,1,0,1,1,0,278,269,eng ENG,"MF,DF",Liverpool,23,2001,19,1288,41,220,683,393,58,1288,22,12,54.5,8,36.4,789,3889,1892,30,23,8,26,36,967,79,278,269,eng ENG,"MF,DF",Liverpool,23,2001,19,3,34,13,38.2,1.79,0.68,0.09,0.23,17.1,0,0,0,4.3,4.3,0.13,-1.3,-1.3,fbref_2024_25
Daichi Kamada,284,275,jp JPN,MF,Crystal Palace,27,1996,34,15,"1,564",17.4,0,0,0,0,0,0,4,1,1.1,1.1,1.9,3,25,89,56,0,0,0,0,0,0.06,0.11,0.17,0.06,0.17,284,275,jp JPN,MF,Crystal Palace,27,1996,17.4,4,1,0,28,21,2,31,18,29,0,0,0,89,4,13,23.5,284,275,jp JPN,MF,Crystal Palace,27,1996,17.4,603,752,80.2,9772,2644,317,360,88.1,233,280,83.2,38,62,61.3,0,1.9,1.6,-1.9,20,48,14,3,89,346,334,jp JPN,MF,Crystal Palace,27,1996,34,"1,564",46,45.7,17.4,15,81,7,19,18,1,1.38,25,26,-1,-0.06,-0.11,27.7,24.7,3.1,0.18,-0.22,284,275,jp JPN,MF,Crystal Palace,27,1996,17.4,47,29,19,24,4,14,41,34.1,27,22,5,17,18,65,14,0,284,275,jp JPN,MF,Crystal Palace,27,1996,17.4,752,720,31,11,4,5,31,2,16,11,1,0,603,1,18,284,275,jp JPN,MF,Crystal Palace,27,1996,17.4,52,2.99,37,6,1,3,2,3,3,0.17,2,1,0,0,0,0,284,275,jp JPN,MF,Crystal Palace,27,1996,17.4,937,19,208,496,240,32,937,19,7,36.8,9,47.4,485,2295,1121,25,19,6,16,20,600,56,284,275,jp JPN,MF,Crystal Palace,27,1996,17.4,0,20,4,20,1.15,0.23,0,0,20.3,0,0,0,1.1,1.1,0.05,-1.1,-1.1,fbref_2024_25
Dan Burn,79,77,eng ENG,DF,Newcastle Utd,32,1992,37,37,"3,330",37,1,1,2,1,0,0,11,0,2,2,0.9,2.8,12,75,14,0.03,0.03,0.05,0.03,0.05,0.05,0.02,0.08,0.05,0.08,79,77,eng ENG,DF,Newcastle Utd,32,1992,37,11,0,0,34,12,5,3,27,24,0,0,2,103,146,75,66.1,79,77,eng ENG,DF,Newcastle Utd,32,1992,37,1774,2006,88.4,32347,11375,621,692,89.7,1029,1088,94.6,110,181,60.8,1,0.9,1.1,0.1,9,50,9,0,75,99,97,eng ENG,DF,Newcastle Utd,32,1992,37,"3,330",90,97.4,37,37,90,37,0,,0,1.78,68,45,23,0.62,2.62,62.1,44.7,17.5,0.47,-0.3,79,77,eng ENG,DF,Newcastle Utd,32,1992,37,39,24,22,15,2,20,36,55.6,16,36,26,10,27,66,197,4,79,77,eng ENG,DF,Newcastle Utd,32,1992,37,2006,1968,37,25,0,12,3,8,0,0,0,0,1774,1,16,79,77,eng ENG,DF,Newcastle Utd,32,1992,37,27,0.73,21,1,0,4,1,0,4,0.11,3,1,0,0,0,0,79,77,eng ENG,DF,Newcastle Utd,32,1992,37,2386,366,1305,959,130,52,2386,4,3,75,1,25,1346,6322,2798,12,8,1,24,3,1615,14,79,77,eng ENG,DF,Newcastle Utd,32,1992,37,1,23,7,30.4,0.62,0.19,0.04,0.14,9.7,0,0,0,2,2,0.09,-1,-1,fbref_2024_25
Dane Scarlett,476,459,eng ENG,"FW,MF",Tottenham,20,2004,3,0,34,0.4,0,1,1,0,0,0,0,0,0,0,0,0.1,1,1,1,0,2.65,2.65,0,2.65,0.09,0.12,0.22,0.09,0.22,476,459,eng ENG,"FW,MF",Tottenham,20,2004,0.4,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,100,476,459,eng ENG,"FW,MF",Tottenham,20,2004,0.4,3,5,60,37,20,2,2,100,1,1,100,0,1,0,1,0,0,1,1,0,0,0,1,584,563,eng ENG,"FW,MF",Tottenham,20,2004,3,34,11,1,0.4,0,,0,3,11,3,2,3,1,2,5.29,5.37,0.6,0.8,-0.2,-0.65,-0.54,476,459,eng ENG,"FW,MF",Tottenham,20,2004,0.4,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0,476,459,eng ENG,"FW,MF",Tottenham,20,2004,0.4,5,5,0,0,0,0,0,0,0,0,0,0,3,0,1,476,459,eng ENG,"FW,MF",Tottenham,20,2004,0.4,1,2.65,1,0,0,0,0,0,1,2.65,1,0,0,0,0,0,476,459,eng ENG,"FW,MF",Tottenham,20,2004,0.4,9,1,3,5,1,1,9,0,0,,0,,5,66,33,1,0,0,0,1,4,1,476,459,eng ENG,"FW,MF",Tottenham,20,2004,0.4,0,1,1,100,2.65,2.65,0,0,13.9,0,0,0,0,0,0.04,0,0,fbref_2024_25
Dango Ouattara,420,405,bf BFA,FW,Bournemouth,22,2002,32,21,"2,005",22.3,7,4,11,7,0,0,3,0,8.4,8.4,5.5,13.8,79,43,191,0.31,0.18,0.49,0.31,0.49,0.38,0.25,0.62,0.38,0.62,420,405,bf BFA,FW,Bournemouth,22,2002,22.3,3,0,0,16,19,14,88,11,26,0,0,0,92,45,63,41.7,420,405,bf BFA,FW,Bournemouth,22,2002,22.3,367,612,60,5725,1706,210,288,72.9,120,193,62.2,25,67,37.3,4,5.5,3.3,-1.5,35,21,26,11,43,516,498,bf BFA,FW,Bournemouth,22,2002,32,"2,005",63,58.6,22.3,21,81,7,11,27,0,1.56,36,23,13,0.58,0.65,35.9,31.2,4.7,0.21,-0.48,420,405,bf BFA,FW,Bournemouth,22,2002,22.3,35,26,14,11,10,17,41,41.5,24,36,10,26,11,46,51,0,420,405,bf BFA,FW,Bournemouth,22,2002,22.3,612,579,30,0,5,5,88,26,3,1,0,0,367,3,22,420,405,bf BFA,FW,Bournemouth,22,2002,22.3,72,3.23,57,0,3,10,1,1,6,0.27,4,0,1,1,0,0,420,405,bf BFA,FW,Bournemouth,22,2002,22.3,959,62,165,316,497,128,959,82,39,47.6,34,41.5,492,3577,1777,79,35,38,63,32,577,191,420,405,bf BFA,FW,Bournemouth,22,2002,22.3,7,62,20,32.3,2.78,0.9,0.11,0.35,13.5,1,0,0,8.4,8.4,0.14,-1.4,-1.4,fbref_2024_25
Daniel Bentley,55,54,eng ENG,GK,Wolves,31,1993,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,54,eng ENG,GK,Wolves,31,1993,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,100,55,54,eng ENG,GK,Wolves,31,1993,2,49,65,75.4,1252,851,6,6,100,33,33,100,10,26,38.5,0,0,0,0,0,1,0,0,0,70,69,eng ENG,GK,Wolves,31,1993,2,180,90,5.3,2,2,90,2,0,,16,1.5,3,4,-1,-0.5,-0.11,1.6,3,-1.4,-0.69,-0.32,55,54,eng ENG,GK,Wolves,31,1993,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,55,54,eng ENG,GK,Wolves,31,1993,2,65,45,20,7,0,0,0,0,0,0,0,0,49,0,0,55,54,eng ENG,GK,Wolves,31,1993,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,54,eng ENG,GK,Wolves,31,1993,2,69,50,68,1,0,0,69,0,0,,0,,39,218,134,0,0,0,0,0,26,0,55,54,eng ENG,GK,Wolves,31,1993,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,fbref_2024_25
Daniel Jebbison,268,259,ca CAN,FW,Bournemouth,20,2003,16,0,119,1.3,1,0,1,1,0,0,1,0,1,1,0.2,1.2,4,3,16,0.76,0,0.76,0.76,0.76,0.75,0.15,0.9,0.75,0.9,268,259,ca CAN,FW,Bournemouth,20,2003,1.3,1,0,0,2,4,0,3,1,3,0,0,0,10,2,10,16.7,268,259,ca CAN,FW,Bournemouth,20,2003,1.3,33,42,78.6,361,44,21,23,91.3,3,5,60,1,2,50,0,0.2,0.1,-0.2,3,1,1,0,3,323,312,ca CAN,FW,Bournemouth,20,2003,16,119,7,3.5,1.3,0,,0,16,7,4,1.25,7,2,5,3.78,3.59,3.5,2,1.5,1.12,0.74,268,259,ca CAN,FW,Bournemouth,20,2003,1.3,5,3,3,2,0,4,6,66.7,2,2,1,1,1,6,1,0,268,259,ca CAN,FW,Bournemouth,20,2003,1.3,42,42,0,0,0,0,3,0,0,0,0,0,33,0,1,268,259,ca CAN,FW,Bournemouth,20,2003,1.3,6,4.54,4,0,1,0,1,0,0,0,0,0,0,0,0,0,268,259,ca CAN,FW,Bournemouth,20,2003,1.3,78,3,10,25,44,14,78,7,4,57.1,3,42.9,44,277,95,4,2,5,13,5,47,16,268,259,ca CAN,FW,Bournemouth,20,2003,1.3,1,5,2,40,3.78,1.51,0.2,0.5,10.6,0,0,0,1,1,0.2,0,0,fbref_2024_25
