player,row_id,rk,nation,position,team,age,born,mp,starts,minutes,90s,gls,ast,gplusa,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxgplusxag,prgc,prgp,prgr,gls1,ast1,gplusa1,g_pk1,gplusa_pk,xg1,xag1,xgplusxag,npxg1,npxgplusxag1,row_id_misc,rk_misc,nation_misc,position_misc,team_misc,age_misc,born_misc,90s_misc,crdy_misc,crdr_misc,2crdy,fls,fld,off,crs,int,tklw,pkwon,pkcon,og,recov,won,lost,wonpct,row_id_passing,rk_passing,nation_passing,position_passing,team_passing,age_passing,born_passing,90s_passing,cmp,att,cmppct,totdist,prgdist,cmp1,att1,cmppct1,cmp2,att2,cmppct2,cmp3,att3,cmppct3,ast_passing,xag_passing,xa,a_xag,kp,1_per_3,ppa,crspa,prgp_passing,row_id_playtime,rk_playtime,nation_playtime,position_playtime,team_playtime,age_playtime,born_playtime,mp_playtime,minutes_playtime,mn_per_mp,minpct,90s_playtime,starts_playtime,mn_per_start,compl,subs,mn_per_sub,unsub,ppm,ong,onga,#error!,#error!1,on_off,onxg,onxga,xgplus_per_,xgplus_per_90,on_off1,row_id_defense,rk_defense,nation_defense,position_defense,team_defense,age_defense,born_defense,90s_defense,tkl,tklw_defense,def_3rd,mid_3rd,att_3rd,tkl1,att_defense,tklpct,lost_defense,blocks,sh,pass,int_defense,tklplusint,clr,err,row_id_pass_types,rk_pass_types,nation_pass_types,position_pass_types,team_pass_types,age_pass_types,born_pass_types,90s_pass_types,att_pass_types,live,dead,fk,tb,sw,crs_pass_types,ti,ck,in,out,str,cmp_pass_types,off_pass_types,blocks_pass_types,row_id_creation,rk_creation,nation_creation,position_creation,team_creation,age_creation,born_creation,90s_creation,sca,sca90,passlive,passdead,to,sh_creation,fld_creation,def,gca,gca90,passlive1,passdead1,to1,sh1,fld1,def1,row_id_possession,rk_possession,nation_possession,position_possession,team_possession,age_possession,born_possession,90s_possession,touches,def_pen,def_3rd_possession,mid_3rd_possession,att_3rd_possession,att_pen,live_possession,att_possession,succ,succpct,tkld,tkldpct,carries,totdist_possession,prgdist_possession,prgc_possession,1_per_3_possession,cpa,mis,dis,rec,prgr_possession,row_id_shooting,rk_shooting,nation_shooting,position_shooting,team_shooting,age_shooting,born_shooting,90s_shooting,gls_shooting,sh_shooting,sot,sotpct,sh_per_90,sot_per_90,g_per_sh,g_per_sot,dist,fk_shooting,pk_shooting,pkatt_shooting,xg_shooting,npxg_shooting,npxg_per_sh,g_xg,np:g_xg,data_source,prgp_per90,prgc_per90,succ_per90,kp_per90,sca_per90,xag_per90,tkl_per90,int_per90,recov_per90,blocks_per90,gls_per90,xg_per90,sot_per90,g_per_sh_per90,PI,CCI,DA,FE
Nathan Wood-Gordon,572,546.0,eng ENG,DF,Southampton,22.0,2002.0,11.0,9.0,773.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.3,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,572,546.0,eng ENG,DF,Southampton,22.0,2002.0,8.6,2.0,0.0,0.0,9.0,4.0,0.0,3.0,5.0,8.0,0.0,0.0,0.0,20.0,15.0,8.0,65.2,572,546.0,eng ENG,DF,Southampton,22.0,2002.0,8.6,444.0,476.0,93.3,7532.0,1915.0,183.0,192.0,95.3,240.0,248.0,96.8,17.0,27.0,63.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,17.0,699,663.0,eng ENG,DF,Southampton,22.0,2002.0,11.0,773.0,70.0,22.6,8.6,9.0,77.0,6.0,2.0,42.0,14.0,0.09,3.0,20.0,17.0,1.98,0.52,6.1,21.1,15.0,1.75,0.48,572,546.0,eng ENG,DF,Southampton,22.0,2002.0,8.6,14.0,8.0,8.0,5.0,1.0,8.0,11.0,72.7,3.0,9.0,6.0,3.0,5.0,19.0,39.0,2.0,572,546.0,eng ENG,DF,Southampton,22.0,2002.0,8.6,476.0,465.0,10.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,444.0,1.0,1.0,572,546.0,eng ENG,DF,Southampton,22.0,2002.0,8.6,3.0,0.35,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572,546.0,eng ENG,DF,Southampton,22.0,2002.0,8.6,564.0,75.0,282.0,255.0,28.0,3.0,564.0,6.0,4.0,66.7,1.0,16.7,313.0,1352.0,535.0,2.0,6.0,0.0,5.0,1.0,419.0,0.0,572,546.0,eng ENG,DF,Southampton,22.0,2002.0,8.6,0.0,2.0,0.0,0.0,0.23,0.0,0.0,,8.9,0.0,0.0,0.0,0.2,0.2,0.12,0.2,0.2,fbref_2024_25,1.9793014230271668,0.23285899094437257,0.46571798188874514,0.11642949547218628,0.34928848641655885,0.0,1.630012936610608,0.5821474773609314,2.3285899094437257,1.0478654592496766,0.0,0.02328589909443726,0.0,0.0,-0.41843625062136025,-0.6755182164506669,-0.1901481383830316,-0.32109369924542003
Nathaniel Clyne,106,103.0,eng ENG,"DF,MF",Crystal Palace,33.0,1991.0,13.0,5.0,483.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,6.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,106,103.0,eng ENG,"DF,MF",Crystal Palace,33.0,1991.0,5.4,1.0,0.0,0.0,2.0,2.0,0.0,7.0,3.0,8.0,0.0,0.0,0.0,10.0,1.0,7.0,12.5,106,103.0,eng ENG,"DF,MF",Crystal Palace,33.0,1991.0,5.4,171.0,225.0,76.0,3113.0,1102.0,72.0,89.0,80.9,84.0,95.0,88.4,14.0,30.0,46.7,0.0,0.3,0.2,0.3,3.0,16.0,2.0,1.0,7.0,135,131.0,eng ENG,"DF,MF",Crystal Palace,33.0,1991.0,13.0,483.0,37.0,14.1,5.4,5.0,70.0,1.0,8.0,16.0,20.0,1.31,4.0,11.0,7.0,1.3,1.52,7.4,9.8,2.4,0.44,0.86,106,103.0,eng ENG,"DF,MF",Crystal Palace,33.0,1991.0,5.4,12.0,8.0,8.0,3.0,1.0,6.0,11.0,54.5,5.0,4.0,2.0,2.0,3.0,15.0,14.0,1.0,106,103.0,eng ENG,"DF,MF",Crystal Palace,33.0,1991.0,5.4,225.0,207.0,16.0,1.0,1.0,1.0,7.0,13.0,0.0,0.0,0.0,0.0,171.0,2.0,8.0,106,103.0,eng ENG,"DF,MF",Crystal Palace,33.0,1991.0,5.4,3.0,0.56,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,103.0,eng ENG,"DF,MF",Crystal Palace,33.0,1991.0,5.4,273.0,18.0,111.0,125.0,37.0,3.0,273.0,1.0,0.0,0.0,1.0,100.0,158.0,651.0,314.0,6.0,2.0,3.0,5.0,2.0,178.0,8.0,106,103.0,eng ENG,"DF,MF",Crystal Palace,33.0,1991.0,5.4,0.0,2.0,0.0,0.0,0.37,0.0,0.0,,31.4,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,fbref_2024_25,1.3043478260869565,1.1180124223602483,0.0,0.5590062111801242,0.5590062111801242,0.055900621118012424,2.2360248447204967,0.5590062111801242,1.8633540372670807,0.7453416149068323,0.0,0.0,0.0,0.0,-0.38183395593732766,-0.4198556721948137,-0.23673515605043163,-0.3373035842113405
Neco Williams,572,546.0,wls WAL,DF,Nott'ham Forest,23.0,2001.0,35.0,28.0,2594.0,28.8,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,2.3,2.3,1.6,3.9,68.0,89.0,103.0,0.03,0.1,0.14,0.03,0.14,0.08,0.05,0.13,0.08,0.13,572,546.0,wls WAL,DF,Nott'ham Forest,23.0,2001.0,28.8,7.0,0.0,0.0,24.0,43.0,2.0,59.0,31.0,46.0,0.0,0.0,0.0,110.0,40.0,30.0,57.1,572,546.0,wls WAL,DF,Nott'ham Forest,23.0,2001.0,28.8,843.0,1116.0,75.5,12607.0,5011.0,488.0,540.0,90.4,282.0,391.0,72.1,40.0,107.0,37.4,3.0,1.6,1.5,1.4,18.0,69.0,22.0,10.0,89.0,699,663.0,wls WAL,DF,Nott'ham Forest,23.0,2001.0,35.0,2594.0,74.0,75.8,28.8,28.0,88.0,23.0,7.0,17.0,3.0,1.77,47.0,31.0,16.0,0.56,0.99,35.1,37.5,2.4,0.08,0.04,572,546.0,wls WAL,DF,Nott'ham Forest,23.0,2001.0,28.8,75.0,46.0,39.0,19.0,8.0,34.0,67.0,61.6,33.0,42.0,10.0,29.0,31.0,107.0,128.0,3.0,572,546.0,wls WAL,DF,Nott'ham Forest,23.0,2001.0,28.8,1116.0,888.0,224.0,19.0,1.0,4.0,59.0,147.0,2.0,0.0,2.0,0.0,843.0,4.0,31.0,572,546.0,wls WAL,DF,Nott'ham Forest,23.0,2001.0,28.8,51.0,1.77,37.0,6.0,0.0,5.0,3.0,0.0,6.0,0.21,4.0,1.0,0.0,1.0,0.0,0.0,572,546.0,wls WAL,DF,Nott'ham Forest,23.0,2001.0,28.8,1565.0,155.0,558.0,574.0,453.0,45.0,1565.0,46.0,18.0,39.1,19.0,41.3,650.0,3952.0,2169.0,68.0,28.0,16.0,36.0,21.0,744.0,103.0,572,546.0,wls WAL,DF,Nott'ham Forest,23.0,2001.0,28.8,1.0,37.0,7.0,18.9,1.28,0.24,0.03,0.14,20.2,1.0,0.0,0.0,2.3,2.3,0.06,1.3,1.3,fbref_2024_25,3.0878951426368544,2.3592906707787202,0.6245181187355435,0.6245181187355435,1.7694680030840402,0.05551272166538165,3.122590593677718,1.0755589822667695,3.8164996144949885,1.4572089437162683,0.03469545104086353,0.07979953739398611,0.24286815728604472,0.0010408635312259059,0.04748829136273274,-0.20726654845777168,0.15595735727313734,-0.2094203558839351
Neto,395,381.0,br BRA,GK,Bournemouth,33.0,1991.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395,381.0,br BRA,GK,Bournemouth,33.0,1991.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,395,381.0,br BRA,GK,Bournemouth,33.0,1991.0,2.0,40.0,62.0,64.5,1183.0,896.0,7.0,7.0,100.0,21.0,21.0,100.0,12.0,33.0,36.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,699,465.0,br BRA,GK,Arsenal,33.0,1991.0,1.0,180.0,90.0,5.3,2.0,0.0,90.0,0.0,0.0,,20.0,1.0,2.0,2.0,0.0,0.0,0.33,3.5,2.9,0.5,0.25,0.16,395,381.0,br BRA,GK,Bournemouth,33.0,1991.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,395,381.0,br BRA,GK,Bournemouth,33.0,1991.0,2.0,62.0,42.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,395,381.0,br BRA,GK,Bournemouth,33.0,1991.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395,381.0,br BRA,GK,Bournemouth,33.0,1991.0,2.0,70.0,60.0,70.0,1.0,0.0,0.0,70.0,0.0,0.0,,0.0,,35.0,148.0,99.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,395,381.0,br BRA,GK,Bournemouth,33.0,1991.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,fbref_2024_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,,-0.7049679411012977,-0.7561652732356593,-0.5863776564820686,
Nick Pope,437,422.0,eng ENG,GK,Newcastle Utd,32.0,1992.0,28.0,28.0,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437,422.0,eng ENG,GK,Newcastle Utd,32.0,1992.0,28.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,24.0,11.0,1.0,91.7,437,422.0,eng ENG,GK,Newcastle Utd,32.0,1992.0,28.0,575.0,782.0,73.5,14597.0,8818.0,120.0,121.0,99.2,300.0,305.0,98.4,151.0,289.0,43.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,536,517.0,eng ENG,GK,Newcastle Utd,32.0,1992.0,28.0,2520.0,90.0,73.7,28.0,28.0,90.0,28.0,0.0,,3.0,1.61,45.0,35.0,10.0,0.36,0.74,43.6,34.7,8.9,0.32,0.62,437,422.0,eng ENG,GK,Newcastle Utd,32.0,1992.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,1.0,32.0,4.0,437,422.0,eng ENG,GK,Newcastle Utd,32.0,1992.0,28.0,782.0,528.0,243.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,0.0,0.0,437,422.0,eng ENG,GK,Newcastle Utd,32.0,1992.0,28.0,7.0,0.25,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437,422.0,eng ENG,GK,Newcastle Utd,32.0,1992.0,28.0,872.0,385.0,857.0,15.0,0.0,0.0,872.0,0.0,0.0,,0.0,,439.0,2510.0,1708.0,0.0,0.0,0.0,0.0,1.0,305.0,0.0,437,422.0,eng ENG,GK,Newcastle Utd,32.0,1992.0,28.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,fbref_2024_25,0.03571428571428571,0.0,0.0,0.03571428571428571,0.25,0.0,0.0,0.03571428571428571,0.8571428571428571,0.03571428571428571,0.0,0.0,0.0,,-0.700885425738808,-0.7077363910249139,-0.6140140161696087,
Niclas Füllkrug,198,192.0,de GER,FW,West Ham,31.0,1993.0,18.0,6.0,790.0,8.8,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,2.2,2.2,1.9,4.1,7.0,14.0,31.0,0.34,0.23,0.57,0.34,0.57,0.25,0.22,0.46,0.25,0.46,198,192.0,de GER,FW,West Ham,31.0,1993.0,8.8,2.0,0.0,0.0,21.0,6.0,10.0,1.0,1.0,3.0,0.0,0.0,0.0,18.0,39.0,52.0,42.9,198,192.0,de GER,FW,West Ham,31.0,1993.0,8.8,133.0,198.0,67.2,1852.0,314.0,83.0,108.0,76.9,35.0,58.0,62.5,7.0,13.0,53.8,2.0,1.9,0.4,0.1,14.0,12.0,5.0,0.0,14.0,239,231.0,de GER,FW,West Ham,31.0,1993.0,18.0,790.0,44.0,23.1,8.8,6.0,74.0,1.0,12.0,29.0,1.0,0.94,16.0,18.0,2.0,0.23,0.25,13.2,14.0,0.9,0.1,0.31,198,192.0,de GER,FW,West Ham,31.0,1993.0,8.8,4.0,3.0,0.0,1.0,3.0,3.0,4.0,75.0,1.0,1.0,0.0,1.0,1.0,5.0,16.0,0.0,198,192.0,de GER,FW,West Ham,31.0,1993.0,8.8,198.0,190.0,7.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,133.0,1.0,7.0,198,192.0,de GER,FW,West Ham,31.0,1993.0,8.8,22.0,2.5,20.0,0.0,0.0,2.0,0.0,0.0,2.0,0.23,1.0,0.0,0.0,1.0,0.0,0.0,198,192.0,de GER,FW,West Ham,31.0,1993.0,8.8,277.0,19.0,27.0,142.0,110.0,40.0,277.0,8.0,1.0,12.5,6.0,75.0,123.0,435.0,215.0,7.0,4.0,2.0,18.0,7.0,205.0,31.0,198,192.0,de GER,FW,West Ham,31.0,1993.0,8.8,3.0,16.0,7.0,43.8,1.82,0.8,0.19,0.43,10.3,0.0,0.0,0.0,2.2,2.2,0.14,0.8,0.8,fbref_2024_25,1.5949367088607596,0.7974683544303798,0.11392405063291139,1.5949367088607596,2.5063291139240507,0.21645569620253163,0.45569620253164556,0.11392405063291139,2.050632911392405,0.11392405063291139,0.34177215189873417,0.2506329113924051,0.7974683544303798,0.021645569620253165,-0.39263548439055185,0.4915852740468821,-0.4872018805352599,0.4865108515453044
Nico O’Reilly,421,406.0,eng ENG,DF,Manchester City,19.0,2005.0,9.0,6.0,528.0,5.9,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.3,1.3,0.4,1.6,16.0,17.0,26.0,0.34,0.0,0.34,0.34,0.34,0.22,0.06,0.28,0.22,0.28,421,406.0,eng ENG,DF,Manchester City,19.0,2005.0,5.9,0.0,0.0,0.0,6.0,4.0,1.0,8.0,4.0,4.0,0.0,0.0,0.0,31.0,6.0,9.0,40.0,421,406.0,eng ENG,DF,Manchester City,19.0,2005.0,5.9,305.0,353.0,86.4,4042.0,780.0,209.0,226.0,92.5,88.0,109.0,80.7,3.0,7.0,42.9,0.0,0.4,0.7,0.4,4.0,28.0,1.0,1.0,17.0,518,500.0,eng ENG,DF,Manchester City,19.0,2005.0,9.0,528.0,59.0,15.4,5.9,6.0,82.0,4.0,3.0,13.0,20.0,2.43,12.0,3.0,9.0,1.53,0.94,11.1,5.5,5.7,0.97,0.51,421,406.0,eng ENG,DF,Manchester City,19.0,2005.0,5.9,9.0,4.0,3.0,3.0,3.0,4.0,8.0,50.0,4.0,5.0,1.0,4.0,4.0,13.0,12.0,0.0,421,406.0,eng ENG,DF,Manchester City,19.0,2005.0,5.9,353.0,311.0,41.0,5.0,1.0,0.0,8.0,36.0,0.0,0.0,0.0,0.0,305.0,1.0,3.0,421,406.0,eng ENG,DF,Manchester City,19.0,2005.0,5.9,12.0,2.05,9.0,1.0,1.0,0.0,1.0,0.0,2.0,0.34,2.0,0.0,0.0,0.0,0.0,0.0,421,406.0,eng ENG,DF,Manchester City,19.0,2005.0,5.9,419.0,14.0,71.0,223.0,130.0,18.0,419.0,15.0,9.0,60.0,6.0,40.0,249.0,1171.0,575.0,16.0,15.0,0.0,14.0,15.0,298.0,26.0,421,406.0,eng ENG,DF,Manchester City,19.0,2005.0,5.9,2.0,8.0,3.0,37.5,1.36,0.51,0.25,0.67,15.4,0.0,0.0,0.0,1.3,1.3,0.16,0.7,0.7,fbref_2024_25,2.897727272727273,2.727272727272727,1.5340909090909092,0.6818181818181818,2.0454545454545454,0.06818181818181818,1.5340909090909092,0.6818181818181818,5.284090909090909,0.8522727272727273,0.3409090909090909,0.2215909090909091,0.5113636363636364,0.04261363636363636,0.1299619592124768,-0.11983080425296437,0.015641108832605458,0.4855936934830435
Nicolas Jackson,264,255.0,sn SEN,FW,Chelsea,23.0,2001.0,30.0,28.0,2220.0,24.7,9.0,5.0,15.0,9.0,0.0,0.0,7.0,1.0,8.9,7.9,4.3,13.3,47.0,38.0,129.0,0.41,0.2,0.61,0.41,0.61,0.49,0.17,0.67,0.47,0.67,264,255.0,sn SEN,FW,Chelsea,23.0,2001.0,24.7,7.0,1.0,0.0,35.0,29.0,10.0,3.0,3.0,13.0,0.0,0.0,0.0,48.0,21.0,36.0,36.8,264,255.0,sn SEN,FW,Chelsea,23.0,2001.0,24.7,303.0,399.0,75.9,4088.0,884.0,182.0,223.0,81.6,92.0,118.0,78.0,9.0,15.0,60.0,5.0,4.3,1.9,0.7,28.0,22.0,10.0,1.0,38.0,319,308.0,sn SEN,FW,Chelsea,23.0,2001.0,30.0,2220.0,74.0,64.9,24.7,28.0,76.0,5.0,2.0,41.0,1.0,1.8,42.0,23.0,19.0,0.77,0.62,43.0,28.4,14.5,0.59,0.14,264,255.0,sn SEN,FW,Chelsea,23.0,2001.0,24.7,22.0,13.0,6.0,7.0,9.0,5.0,10.0,50.0,5.0,15.0,2.0,13.0,3.0,25.0,15.0,0.0,264,255.0,sn SEN,FW,Chelsea,23.0,2001.0,24.7,399.0,385.0,12.0,1.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,303.0,2.0,15.0,264,255.0,sn SEN,FW,Chelsea,23.0,2001.0,24.7,69.0,2.8,42.0,0.0,9.0,7.0,6.0,2.0,10.0,0.41,7.0,0.0,1.0,1.0,0.0,0.0,264,255.0,sn SEN,FW,Chelsea,23.0,2001.0,24.7,687.0,19.0,50.0,285.0,361.0,133.0,687.0,61.0,18.0,29.5,32.0,52.5,417.0,2510.0,1316.0,47.0,25.0,32.0,63.0,41.0,514.0,129.0,264,255.0,sn SEN,FW,Chelsea,23.0,2001.0,24.7,9.0,62.0,24.0,44.7,3.08,1.32,0.13,0.29,12.9,0.0,0.0,0.0,8.9,7.9,0.16,2.3,2.3,fbref_2024_25,1.5405405405405406,1.9054054054054055,0.7297297297297297,1.135135135135135,2.7972972972972974,0.17432432432432432,0.8918918918918919,0.12162162162162163,1.945945945945946,0.6081081081081081,0.40540540540540543,0.4909090909090909,1.3166953528399312,0.005270270270270271,-0.1946151982251991,0.34872415986692806,-0.4301469899235909,0.7678385279582953
Nicolás Domínguez,148,144.0,ar ARG,"MF,FW",Nott'ham Forest,26.0,1998.0,34.0,23.0,1963.0,21.8,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,1.5,1.5,1.3,2.8,16.0,83.0,33.0,0.0,0.05,0.05,0.0,0.05,0.07,0.06,0.13,0.07,0.13,148,144.0,ar ARG,"MF,FW",Nott'ham Forest,26.0,1998.0,21.8,9.0,0.0,0.0,33.0,18.0,1.0,7.0,29.0,45.0,0.0,0.0,0.0,114.0,27.0,23.0,54.0,148,144.0,ar ARG,"MF,FW",Nott'ham Forest,26.0,1998.0,21.8,821.0,947.0,86.7,11995.0,3387.0,463.0,508.0,91.1,279.0,312.0,89.4,34.0,55.0,61.8,1.0,1.3,1.6,0.3,13.0,81.0,11.0,1.0,83.0,182,176.0,ar ARG,"MF,FW",Nott'ham Forest,26.0,1998.0,34.0,1963.0,58.0,57.4,21.8,23.0,73.0,5.0,11.0,26.0,3.0,1.76,31.0,27.0,4.0,0.18,0.31,25.4,31.1,5.6,0.26,0.4,148,144.0,ar ARG,"MF,FW",Nott'ham Forest,26.0,1998.0,21.8,75.0,45.0,39.0,30.0,11.0,34.0,67.0,47.4,33.0,38.0,12.0,26.0,29.0,107.0,54.0,1.0,148,144.0,ar ARG,"MF,FW",Nott'ham Forest,26.0,1998.0,21.8,947.0,890.0,50.0,22.0,7.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,821.0,7.0,11.0,148,144.0,ar ARG,"MF,FW",Nott'ham Forest,26.0,1998.0,21.8,38.0,1.74,29.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148,144.0,ar ARG,"MF,FW",Nott'ham Forest,26.0,1998.0,21.8,1218.0,78.0,303.0,630.0,295.0,33.0,1218.0,9.0,3.0,33.3,4.0,44.4,471.0,1863.0,924.0,16.0,14.0,2.0,23.0,12.0,676.0,33.0,148,144.0,ar ARG,"MF,FW",Nott'ham Forest,26.0,1998.0,21.8,0.0,21.0,9.0,42.9,0.96,0.41,0.0,0.0,18.9,0.0,0.0,0.0,1.5,1.5,0.07,1.5,1.5,fbref_2024_25,3.80539989811513,0.7335710646968925,0.13754457463066735,0.5960264900662252,1.7422312786551197,0.059602649006622516,3.9429444727457974,1.3295975547631176,5.226693835965359,1.7422312786551197,0.0,0.06877228731533368,0.41263372389200204,0.0,-0.14868421391993827,-0.20750261571898337,0.38554057232779626,-0.26808786522224337
Nicolás González,216,209.0,es ESP,MF,Manchester City,22.0,2002.0,11.0,9.0,760.0,8.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.5,0.5,0.1,0.5,9.0,50.0,11.0,0.12,0.0,0.12,0.12,0.12,0.06,0.01,0.06,0.06,0.06,216,209.0,es ESP,MF,Manchester City,22.0,2002.0,8.4,3.0,0.0,0.0,13.0,5.0,0.0,1.0,8.0,6.0,0.0,0.0,0.0,31.0,16.0,12.0,57.1,216,209.0,es ESP,MF,Manchester City,22.0,2002.0,8.4,575.0,625.0,92.0,8643.0,1985.0,332.0,346.0,96.0,223.0,242.0,92.1,14.0,22.0,63.6,0.0,0.1,0.5,0.1,1.0,52.0,4.0,0.0,50.0,257,249.0,es ESP,MF,Manchester City,22.0,2002.0,11.0,760.0,69.0,22.2,8.4,9.0,82.0,5.0,2.0,12.0,3.0,2.27,17.0,7.0,10.0,1.18,0.58,16.5,8.5,8.0,0.94,0.52,216,209.0,es ESP,MF,Manchester City,22.0,2002.0,8.4,16.0,6.0,5.0,7.0,4.0,6.0,11.0,54.5,5.0,9.0,0.0,9.0,8.0,24.0,21.0,0.0,216,209.0,es ESP,MF,Manchester City,22.0,2002.0,8.4,625.0,603.0,21.0,19.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,575.0,1.0,5.0,216,209.0,es ESP,MF,Manchester City,22.0,2002.0,8.4,15.0,1.77,13.0,0.0,0.0,1.0,1.0,0.0,3.0,0.35,2.0,0.0,0.0,0.0,1.0,0.0,216,209.0,es ESP,MF,Manchester City,22.0,2002.0,8.4,713.0,18.0,116.0,439.0,161.0,10.0,713.0,6.0,1.0,16.7,3.0,50.0,425.0,1824.0,729.0,9.0,12.0,3.0,8.0,11.0,535.0,11.0,216,209.0,es ESP,MF,Manchester City,22.0,2002.0,8.4,1.0,9.0,2.0,22.2,1.07,0.24,0.11,0.5,19.5,0.0,0.0,0.0,0.5,0.5,0.05,0.5,0.5,fbref_2024_25,5.921052631578948,1.0657894736842106,0.11842105263157894,0.11842105263157894,1.7763157894736843,0.011842105263157895,1.894736842105263,0.9473684210526315,3.6710526315789473,1.0657894736842106,0.11842105263157894,0.05921052631578947,0.23684210526315788,0.013026315789473684,0.1438844480651731,-0.4099837275322996,0.02677162010095223,-0.06376881737680391
